clustername_1	name_1	clustername_2	name_2	file_ext	raw_distance	squared_similarity	jaccard_index	dss_index	adjacency_index	raw_dss_non_anchor	raw_dss_anchor	non_anchor_domains	anchor_domains	combined_group	shared_group	parent	class	order	family	genus	species
HN120_contigs.fa_antismash_contig00002.region001	HN120	MMO-37_contigs.fa_antismash_contig00003.region001	MMO-37	NA	0.0484941154718399	0.905363440513611	0.982456147670746	0.951475560665131	0.9375	0.0510972440242767	0.0352314412593841	62	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN177_contigs.fa_antismash_contig00003.region001	USHLN177	USMM053_contigs.fa_antismash_contig00004.region001	USMM053	NA	0.0392666645348072	0.923008561134338	0.899999976158142	0.966173052787781	0.727272748947144	0.0338269285857677	0	11	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
USHLN290_contigs.fa_antismash_contig00001.region003	USHLN290	VD5_contigs.fa_antismash_contig00003.region001	VD5	NA	0.190730586647987	0.654917001724243	0.576923072338104	0.818363606929779	0.484375	0.184726670384407	0.172365665435791	36	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata
USMM054_contigs.fa_antismash_contig00004.region001	USMM054	USMM058_contigs.fa_antismash_contig00004.region001	USMM058	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USMM055_contigs.fa_antismash_contig00003.region001	USMM055	USMM072_contigs.fa_antismash_contig00003.region001	USMM072	NA	1.73472347597681e-17	1	1	1	1	0	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN158_contigs.fa_antismash_contig00002.region001	USHLN158	VD33_contigs.fa_antismash_contig00004.region001	VD33	NA	0.00763995107263326	0.984778463840485	1	0.992123782634735	1	0.00787623785436153	0	26	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
USHLN291_contigs.fa_antismash_contig00020.region001	USHLN291	USMM055_contigs.fa_antismash_contig00003.region001	USMM055	NA	0.166309714317322	0.695039510726929	0.861111104488373	0.836253762245178	0.695652186870575	0.180142283439636	0.109092801809311	40	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
MMO-141_contigs.fa_antismash_contig00007.region001	MMO-141	MMO-67_contigs.fa_antismash_contig00017.region001	MMO-67	NA	0.0257177129387855	0.949225962162018	0.899999976158142	0.979275941848755	0.769230782985687	0.0207240488380194	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
MMO-151_contigs.fa_antismash_contig00001.region001	MMO-151	MMO-28_contigs.fa_antismash_contig00001.region001	MMO-28	NA	1.73472347597681e-17	1	1	1	1	0	0	26	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Chania	Chania oryzae
MMO-88_contigs.fa_antismash_contig00004.region001	MMO-88	USMM053_contigs.fa_antismash_contig00003.region001	USMM053	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-116_contigs.fa_antismash_contig00003.region001	MMO-116	USHLN291_contigs.fa_antismash_contig00020.region001	USHLN291	NA	0.0987125337123871	0.812319099903107	0.861111104488373	0.905941545963287	0.695652186870575	0.089046984910965	0.109092801809311	36	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-119_contigs.fa_antismash_contig00010.region001	MMO-119	USHLN292_contigs.fa_antismash_contig00019.region001	USHLN292	NA	0.249824658036232	0.562763035297394	0.5	0.758667051792145	0.463414639234543	0.304073244333267	0.155065029859543	22	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN030_contigs.fa_antismash_contig00005.region002	USHLN030	USMM099_contigs.fa_antismash_contig00004.region003	USMM099	NA	0.0686644986271858	0.867385804653168	0.808510661125183	0.9362433552742	0.754716992378235	0.0571300275623798	0.0780038684606552	43	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus illinoisensis
MMO-14_contigs.fa_antismash_contig00001.region001	MMO-14	MMO-41_contigs.fa_antismash_contig00001.region001	MMO-41	NA	1.73472347597681e-17	1	1	1	1	0	0	47	8	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
USHLN152_contigs.fa_antismash_contig00013.region001	USHLN152	USMM086_contigs.fa_antismash_contig00001.region003	USMM086	NA	0.0950971841812134	0.818849086761475	0.966666638851166	0.904965758323669	0.870967745780945	0.107370458543301	0.00251256278716027	30	1	betalactone - betalactone	betalactone	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
AS011_contigs.fa_antismash_contig00001.region003	AS011	USHLN184_contigs.fa_antismash_contig00001.region003	USHLN184	NA	0.206485286355019	0.629665613174438	0.627118647098541	0.800987422466278	0.514285743236542	0.204992383718491	0.176588267087936	45	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	NA
AS124_contigs.fa_antismash_contig00010.region001	AS124	VD5_contigs.fa_antismash_contig00012.region001	VD5	NA	0.212808459997177	0.619670510292053	0.731707334518433	0.791443884372711	0.60869562625885	0.217343389987946	0.190432414412498	33	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-54_contigs.fa_antismash_contig00001.region001	MMO-54	MMO-93_contigs.fa_antismash_contig00001.region003	MMO-93	NA	1.73472347597681e-17	1	1	1	1	0	0	24	1	betalactone - betalactone	betalactone	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
USHLN291_contigs.fa_antismash_contig00020.region001	USHLN291	USMM063_contigs.fa_antismash_contig00003.region001	USMM063	NA	0.166309714317322	0.695039510726929	0.861111104488373	0.836253762245178	0.695652186870575	0.180142283439636	0.109092801809311	40	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
HN117_contigs.fa_antismash_contig00004.region001	HN117	HN157_contigs.fa_antismash_contig00006.region001	HN157	NA	0.126223087310791	0.763486087322235	0.962962985038757	0.871018588542938	0.962962985038757	0.119585327804089	0.192405059933662	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
MMO-39_contigs.fa_antismash_contig00006.region001	MMO-39	MMO-71_contigs.fa_antismash_contig00005.region001	MMO-71	NA	1.73472347597681e-17	1	1	1	1	0	0	11	0	butyrolactone - butyrolactone	butyrolactone	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Leucobacter	Leucobacter sp000980875
VD26_contigs.fa_antismash_contig00004.region001	VD26	VD31_contigs.fa_antismash_contig00002.region002	VD31	NA	1.73472347597681e-17	1	1	1	1	0	0	17	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545
HN119_contigs.fa_antismash_contig00003.region002	HN119	USHLN08_contigs.fa_antismash_contig00012.region001	USHLN08	NA	0.00407153740525245	0.991873502731323	1	0.995802521705627	1	0.00419746153056621	0	9	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
USHLN030_contigs.fa_antismash_contig00005.region002	USHLN030	USMM108_contigs.fa_antismash_contig00003.region003	USMM108	NA	0.0686644986271858	0.867385804653168	0.808510661125183	0.9362433552742	0.754716992378235	0.0571300275623798	0.0780038684606552	43	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus illinoisensis
MMO-43_contigs.fa_antismash_contig00010.region001	MMO-43	USHLN179_contigs.fa_antismash_contig00007.region001	USHLN179	NA	0.0343839004635811	0.932414472103119	1	0.964552700519562	1	0.0320447012782097	0.0443791933357716	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-37_contigs.fa_antismash_contig00003.region001	MMO-37	USHLN271_contigs.fa_antismash_contig00007.region001	USHLN271	NA	0.232323676347733	0.589326918125153	0.69767439365387	0.772979915142059	0.545454561710358	0.259749501943588	0.109739765524864	43	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN288_contigs.fa_antismash_contig00001.region001	USHLN288	USHLN295_contigs.fa_antismash_contig00003.region001	USHLN295	NA	0.0294870715588331	0.941895365715027	0.979591846466064	0.971209228038788	0.932203412055969	0.0285085123032331	0.0301550887525082	58	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata
MMO-94_contigs.fa_antismash_contig00011.region001	MMO-94	USHLN288_contigs.fa_antismash_contig00012.region001	USHLN288	NA	0.248514279723167	0.564730763435364	0.5	0.760017991065979	0.463414639234543	0.311321169137955	0.141890704631805	22	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM086_contigs.fa_antismash_contig00001.region003	USMM086	USMM088_contigs.fa_antismash_contig00015.region002	USMM088	NA	0.0684966742992401	0.867698431015015	0.966666638851166	0.932388961315155	0.870967745780945	0.0765901282429695	0.00251256278716027	29	1	betalactone - betalactone	betalactone	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
AS083_contigs.fa_antismash_contig00003.region001	AS083	USHLN08_contigs.fa_antismash_contig00004.region001	USHLN08	NA	0.0188110563904047	0.962731719017029	1	0.980607151985168	1	0.0143495416268706	0.0534351132810116	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
MMO-110_contigs.fa_antismash_contig00008.region001	MMO-110	MMO-122_contigs.fa_antismash_contig00009.region001	MMO-122	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS234_contigs.fa_antismash_contig00001.region001	AS234	MMO-28_contigs.fa_antismash_contig00001.region001	MMO-28	NA	0.29751393198967	0.493486672639847	0.653846144676208	0.707517981529236	0.482758611440659	0.265238076448441	0.408268719911575	17	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	Proteus cibarius
HN173_contigs.fa_antismash_contig00006.region002	HN173	USHLN04_contigs.fa_antismash_contig00005.region001	USHLN04	NA	0.126223087310791	0.763486087322235	0.962962985038757	0.871018588542938	0.962962985038757	0.119585327804089	0.192405059933662	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola
MMO-43_contigs.fa_antismash_contig00004.region001	MMO-43	USMM062_contigs.fa_antismash_contig00005.region001	USMM062	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-90_contigs.fa_antismash_contig00004.region001	MMO-90	USHLN296_contigs.fa_antismash_contig00009.region001	USHLN296	NA	0.133597314357758	0.750653624534607	0.896551728248596	0.867238104343414	0.810810804367065	0.13810521364212	0.118513122200966	32	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS124_contigs.fa_antismash_contig00011.region001	AS124	USMM059_contigs.fa_antismash_contig00004.region001	USMM059	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-116_contigs.fa_antismash_contig00003.region001	MMO-116	MMO-126_contigs.fa_antismash_contig00004.region001	MMO-126	NA	0.0670470967888832	0.870401084423065	0.977777779102325	0.93232125043869	0.941176474094391	0.0587951838970184	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN177_contigs.fa_antismash_contig00003.region001	USHLN177	USMM061_contigs.fa_antismash_contig00004.region001	USMM061	NA	0.0392666645348072	0.923008561134338	0.899999976158142	0.966173052787781	0.727272748947144	0.0338269285857677	0	11	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
BGC0000295	BGC0000295	HN068_contigs.fa_antismash_contig00009.region001	HN068	NA	0.159641891717911	0.706201732158661	1	0.835420727729797	1	0.164579272270203	0	9	0	NI-siderophore - siderophore	NA	NA	NA	NA	NA	NA	NA
HN162_contigs.fa_antismash_contig00001.region001	HN162	MMO-120_contigs.fa_antismash_contig00004.region001	MMO-120	NA	0.249216377735138	0.563676059246063	0.595744669437408	0.756407260894775	0.555555582046509	0.248176410794258	0.230987548828125	33	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca
AS129_contigs.fa_antismash_contig00001.region002	AS129	USMM080_contigs.fa_antismash_contig00001.region002	USMM080	NA	0.120869137346745	0.7728710770607	0.968253970146179	0.877752721309662	0.901408433914185	0.107262328267097	0.171697527170181	66	5	hserlactone.arylpolyene - hserlactone.arylpolyene	hserlactone.arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
HN087_contigs.fa_antismash_contig00001.region001	HN087	HN110_contigs.fa_antismash_contig00011.region001	HN110	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-43_contigs.fa_antismash_contig00004.region001	MMO-43	MMO-89_contigs.fa_antismash_contig00004.region001	MMO-89	NA	8.23429509182461e-05	0.999835312366486	1	0.99991512298584	1	0.00010526315600145	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN152_contigs.fa_antismash_contig00002.region002	USHLN152	USMM093_contigs.fa_antismash_contig00002.region001	USMM093	NA	0.0550643913447857	0.892903327941895	0.955555558204651	0.946215510368347	0.877551019191742	0.0505378618836403	0.061251774430275	46	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
HN123_contigs.fa_antismash_contig00002.region001	HN123	HN126_contigs.fa_antismash_contig00002.region001	HN126	NA	1.73472347597681e-17	1	1	1	1	0	0	32	2	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus
ERR4065CAT_bins.3.fa_antismash_k141_6236.region001	ERR4065CAT_bins.3	VD18_contigs.fa_antismash_contig00035.region001	VD18	NA	0.120981834828854	0.772672951221466	1	0.875276446342468	1	0.124723546206951	0	9	0	NAGGN - NAGGN	NAGGN	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mosselii
AS083_contigs.fa_antismash_contig00008.region001	AS083	MMO-102_contigs.fa_antismash_contig00004.region003	MMO-102	NA	0.188498079776764	0.658535361289978	0.961538434028626	0.808932304382324	0.861111104488373	0.20759417116642	0.175918474793434	33	9	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
USHLN199_contigs.fa_antismash_contig00003.region001	USHLN199	VD24_contigs.fa_antismash_contig00017.region001	VD24	NA	0.0105902962386608	0.978931546211243	1	0.989082157611847	1	0.0109825916588306	0.0104860970750451	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
HN087_contigs.fa_antismash_contig00001.region001	HN087	USHLN177_contigs.fa_antismash_contig00003.region001	USHLN177	NA	0.117365658283234	0.77904337644577	0.899999976158142	0.885658621788025	0.727272748947144	0.114341348409653	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	USMM051_contigs.fa_antismash_contig00003.region001	USMM051	NA	2.795066939143e-05	0.999944090843201	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
