sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,genome_type,junk,internal_id,source_lab,sample_location,sample_source,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,mosquito_species,mosquito_strain_lab,sample_source,lab_field_derived,confirmed_growth_media,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,n50,avg_coverage,gtdb_domain,gtdb_parent,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
AS091,contig00007,region001,RiPP,False,[10000:12166],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,AS091,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.77,0.1,4831822.0,50.0,96636.0,1324318.0,556362.0,169.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei_A
AS091,contig00008,region001,other,False,[20000:23591],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,AS091,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.77,0.1,4831822.0,50.0,96636.0,1324318.0,556362.0,169.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei_A
AS093,contig00001,region001,RiPP,False,[10000:16443],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00001,region002,PKS,False,[10000:25021],20000.0,(PPDK_N and AMP-binding and PP-binding and PKS_KS),prodigiosin,1.0,single,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00002,region001,NRPS,False,[18403:26905],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00002,region002,RiPP,False,[10000:12163],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00002,region003,NRPS,False,[20000:27952],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00003,region001,other,False,[10000:15671],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00003,region002,other,False,[10000:10645],20000.0,Autoind_synth,hserlactone,1.0,neighbouring,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00004,region001,NRPS,False,[20000:23936],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS093,contig00012,region001,NRPS,True,[20000:44069],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,AS093,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.81,0.0,5084370.0,37.0,137415.0,1375489.0,530606.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
AS096,contig00001,region001,other,False,[5000:10073],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,AS096,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.96,0.0,3508081.0,59.0,59459.0,674056.0,212075.0,159.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii
AS096,contig00001,region002,other,False,[10000:19083],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,AS096,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.96,0.0,3508081.0,59.0,59459.0,674056.0,212075.0,159.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii
AS096,contig00001,region003,RiPP,False,[5000:7196],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,AS096,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.96,0.0,3508081.0,59.0,59459.0,674056.0,212075.0,159.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii
AS096,contig00004,region001,RiPP,False,[5000:5852],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,AS096,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.96,0.0,3508081.0,59.0,59459.0,674056.0,212075.0,159.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii
AS096,contig00006,region001,other,True,[20000:21230],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,AS096,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.96,0.0,3508081.0,59.0,59459.0,674056.0,212075.0,159.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii
AS113,contig00001,region001,other,False,[10000:10636],20000.0,Autoind_synth,hserlactone,1.0,single,Isolate,,AS113,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,R2A,,,,,99.99,0.94,4990055.0,88.0,56705.0,454838.0,242912.0,158.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545
AS113,contig00003,region001,RiPP,False,[5000:5837],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,AS113,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,R2A,,,,,99.99,0.94,4990055.0,88.0,56705.0,454838.0,242912.0,158.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545
AS113,contig00006,region001,terpene,False,[10000:10822],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,AS113,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,R2A,,,,,99.99,0.94,4990055.0,88.0,56705.0,454838.0,242912.0,158.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545
AS113,contig00011,region001,RiPP,False,[10000:16291],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,AS113,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,R2A,,,,,99.99,0.94,4990055.0,88.0,56705.0,454838.0,242912.0,158.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545
AS113,contig00018,region001,other,False,[5000:9409],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,AS113,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,R2A,,,,,99.99,0.94,4990055.0,88.0,56705.0,454838.0,242912.0,158.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545
AS116,contig00001,region001,RiPP,True,[5000:7196],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,AS116,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.0,3323739.0,189.0,17585.0,653824.0,325545.0,167.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
AS116,contig00001,region002,other,False,[10000:19080],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,AS116,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.0,3323739.0,189.0,17585.0,653824.0,325545.0,167.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
AS116,contig00001,region003,other,False,[5000:10073],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,AS116,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.0,3323739.0,189.0,17585.0,653824.0,325545.0,167.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
AS116,contig00006,region001,RiPP,False,[5000:5867],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,AS116,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.0,3323739.0,189.0,17585.0,653824.0,325545.0,167.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
AS116,contig00007,region001,other,True,[20000:21230],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,AS116,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.0,3323739.0,189.0,17585.0,653824.0,325545.0,167.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
AS124,contig00001,region001,other,False,[10000:10639],20000.0,Autoind_synth,hserlactone,1.0,single,Isolate,,AS124,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,APW,,,,,99.07,0.04,4737567.0,76.0,62336.0,728456.0,354441.0,139.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
AS124,contig00004,region001,NRPS,True,[20000:33715],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,AS124,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,APW,,,,,99.07,0.04,4737567.0,76.0,62336.0,728456.0,354441.0,139.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
AS124,contig00008,region001,RiPP,False,[10000:16303],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,AS124,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,APW,,,,,99.07,0.04,4737567.0,76.0,62336.0,728456.0,354441.0,139.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
AS124,contig00010,region001,other,False,[20000:23594],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,AS124,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,APW,,,,,99.07,0.04,4737567.0,76.0,62336.0,728456.0,354441.0,139.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
AS124,contig00011,region001,other,False,[5000:9429],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,AS124,Coon_Kerri,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,APW,,,,,99.07,0.04,4737567.0,76.0,62336.0,728456.0,354441.0,139.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
AS126,contig00001,region001,RiPP,False,[10000:12162],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,AS126,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.28,0.33,3844711.0,79.0,48667.0,1774414.0,407278.0,224.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina_A
AS126,contig00001,region002,other,False,[10000:10612],20000.0,Autoind_synth,hserlactone,1.0,single,Isolate,,AS126,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.28,0.33,3844711.0,79.0,48667.0,1774414.0,407278.0,224.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina_A
AS126,contig00001,region003,RiPP,False,[10000:16115],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,AS126,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.28,0.33,3844711.0,79.0,48667.0,1774414.0,407278.0,224.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina_A
AS126,contig00002,region001,terpene,False,[10000:13577],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,AS126,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.28,0.33,3844711.0,79.0,48667.0,1774414.0,407278.0,224.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina_A
AS126,contig00002,region002,other,False,[5000:7355],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,AS126,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.28,0.33,3844711.0,79.0,48667.0,1774414.0,407278.0,224.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina_A
AS126,contig00002,region003,RiPP,False,[5000:6212],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,AS126,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,99.28,0.33,3844711.0,79.0,48667.0,1774414.0,407278.0,224.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina_A
AS129,contig00001,region001,RiPP,False,[10000:12167],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,AS129,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.19,4887144.0,70.0,69816.0,2129047.0,649680.0,147.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans
AS129,contig00001,region002,other,False,[20000:23587],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,neighbouring,Isolate,,AS129,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.19,4887144.0,70.0,69816.0,2129047.0,649680.0,147.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans
AS129,contig00001,region003,RiPP,False,[10000:16257],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,AS129,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.19,4887144.0,70.0,69816.0,2129047.0,649680.0,147.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans
AS129,contig00002,region001,other,False,[5000:7355],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,AS129,Coon_Kerri,"Cook_County,IL,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,field,R2A,,,,,100.0,0.19,4887144.0,70.0,69816.0,2129047.0,649680.0,147.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans
