BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0002592	BGC0002592	Aspergillus terreus NIH2624 scaffold_12 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002594	BGC0002594	Fusarium graminearum PH-1 chromosome 2, whole genome shotgun sequence	T1PKS	PKSI	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002596	BGC0002596	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00062, whole genome shotgun sequence	T1PKS	PKSI	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0002603	BGC0002603	Aspergillus versicolor 0312 biosynthetic gene cluster of chevalone E and its oxidized derivatives, complete sequence	T1PKS.terpene	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0002604	BGC0002604	Aspergillus felis 0260 DNA, sartorypyrone A biosynthetic gene cluster, complete sequence	T1PKS.terpene	Others	Aspergillus felis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002612	BGC0002612	Aspergillus stellifer DNA, anditomin biosynthetic gene cluster, complete sequence, strain: NBRC 32302	T1PKS	PKSI	Aspergillus stellatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002614	BGC0002614	Penicillium shearii IFM 42152 DNA, diterpenoid pyrones biosynthesis gene cluster	T1PKS.terpene	Others	Penicillium shearii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002615	BGC0002615	Penicillium terrestre isolate LM2 macrophorin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Penicillium terrestre	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002616	BGC0002616	Penicillium roqueforti strain PTX.PR.27 mycophenolic acid biosynthesis gene cluster, partial sequence	T1PKS	PKSI	Penicillium roqueforti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002619	BGC0002619	Penicillium brevicompactum strain NRRL864 mycophenolic acid biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Penicillium brevicompactum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002634	BGC0002634	Streptomyces parvus strain SCSIO Mla-L010 vicenistatin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces parvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002636	BGC0002636	Streptomyces sp. strain ID63040 aklanonic acid methyltransferase (dnrC), putative HTH-type transcriptional regulator (DICBBHBG_00002), phenyloxazoline synthase (mbtB), 3-oxoacyl-[acyl-carrier-protein] synthase 3 (fabH), response regulator MprA (mprA), phenazine biosynthesis protein PhzB 2 (phzB2), phospho-2-dehydro-3-deoxyheptonate aldolase (aroH), phenazine biosynthesis protein PhzD (phzD), anthranilate synthase component 1, pyocyanine specific (phnA), trans-2,3-dihydro-3-hydroxyanthranilate isomerase (phzF), phenazine biosynthesis protein PhzG (phzG), tyrocidine synthase 3 (tycC), mitomycin radical oxidase (mcrA), hypothetical protein (DICBBHBG_00014), hypothetical protein (DICBBHBG_00015), hypothetical protein (DICBBHBG_00016), s-adenosylmethionine synthase (metK), adenosine kinase (adoK), 5,10-methylenetetrahydrofolate reductase (metF), linear gramicidin synthase subunit B (lgrB), phthiocerol synthesis polyketide synthase type I PpsE (ppsE_1), thioesterase PikA5 (pikAV), aldo-keto reductase IolS (iolS), phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE (ppsE_2), crotonyl-CoA reductase (ccr), long-chain-fatty-acid--AMP ligase FadD26 (DICBBHBG_00026), HTH-type transcriptional regulator GltC (gltC), cytochrome bd ubiquinol oxidase subunit 1 (cydA), and cytochrome bd-I ubiquinol oxidase subunit 2 (cydB) genes, complete cds	phenazine.T1PKS.PKS-like	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002642	BGC0002642	Streptomyces cattleya DSM 46488, complete genome	butyrolactone.T1PKS.NRPS-like	Others	Streptomyces cattleya NRRL 8057 = DSM 46488	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002646	BGC0002646	Aspergillus hancockii strain FRR 3425 scaffold_5, whole genome shotgun sequence	indole.T1PKS	Others	Aspergillus hancockii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002673	BGC0002673	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	T1PKS	PKSI	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002676	BGC0002676	Streptomyces anulatus strain VUW1 chromosome, complete genome	ladderane.NRPS.T1PKS.arylpolyene	Others	Streptomyces anulatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002709	BGC0002709	Fusarium graminearum PH-1 chromosome 1, whole genome shotgun sequence	T1PKS	PKSI	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002726	BGC0002726	Bipolaris sorokiniana strain 11134 polyketide gene cluster, complete sequence	T1PKS	PKSI	Bipolaris sorokiniana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris
BGC0002729	BGC0002729	Neurospora crassa OR74A linkage group I, whole genome shotgun sequence	T1PKS	PKSI	Neurospora crassa OR74A	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora
BGC0002731	BGC0002731	Aspergillus nanangensis isolate MST-FP2251 nanangenines biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Aspergillus nanangensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002745	BGC0002745	Penicillium polonicum strain IBT 4502 PENPOL_contig002, whole genome shotgun sequence	T1PKS	PKSI	Penicillium polonicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
HN010_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=798533 cov=39.3 corr=0 origname=NODE_1_length_798533_cov_39.326810_pilon sw=shovill-spades/1.1.0 date=20220624	T1PKS	PKSI		
HN128_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=432597 cov=40.6 corr=0 origname=NODE_2_length_432597_cov_40.566048_pilon sw=shovill-spades/1.1.0 date=20220625	T1PKS	PKSI		
HN162_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=570920 cov=26.7 corr=0 origname=NODE_3_length_570920_cov_26.656267_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS.T1PKS	Others		
MMO-109_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=726391 cov=28.4 corr=0 origname=NODE_2_length_726391_cov_28.424882_pilon sw=shovill-spades/1.1.0 date=20220812	NRP-metallophore.NRPS.T1PKS	Others		
MMO-152_contigs.fa_antismash_contig00003.region005	contig00003	contig00003 len=518812 cov=39.3 corr=0 origname=NODE_3_length_518812_cov_39.299318_pilon sw=shovill-spades/1.1.0 date=20220813	T1PKS	PKSI		
MMO-173_contigs.fa_antismash_contig00005.region001	contig00005	contig00005 len=321964 cov=35.3 corr=0 origname=NODE_5_length_321964_cov_35.258786_pilon sw=shovill-spades/1.1.0 date=20220813	T1PKS	PKSI		
MMO-175_contigs.fa_antismash_contig00010.region001	contig00010	contig00010 len=220515 cov=29.6 corr=0 origname=NODE_10_length_220515_cov_29.554917_pilon sw=shovill-spades/1.1.0 date=20220813	T1PKS	PKSI		
MMO-42_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=897698 cov=33.2 corr=0 origname=NODE_2_length_897698_cov_33.240803_pilon sw=shovill-spades/1.1.0 date=20220826	NRP-metallophore.NRPS.T1PKS	Others		
MMO-8_contigs.fa_antismash_contig00002.region003	contig00002	contig00002 len=1018726 cov=47.4 corr=0 origname=NODE_2_length_1018726_cov_47.393116_pilon sw=shovill-spades/1.1.0 date=20220823	T1PKS	PKSI		
USHLN009_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=856124 cov=41.5 corr=0 origname=NODE_1_length_856124_cov_41.467043_pilon sw=shovill-spades/1.1.0 date=20221107	lanthipeptide-class-i.T1PKS.hglE-KS	Others		
USHLN010_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=2577902 cov=37.5 corr=0 origname=NODE_1_length_2577902_cov_37.452653_pilon sw=shovill-spades/1.1.0 date=20221107	T1PKS	PKSI		
USHLN022_contigs.fa_antismash_contig00010.region002	contig00010	contig00010 len=211100 cov=15.7 corr=0 origname=NODE_10_length_211100_cov_15.709084_pilon sw=shovill-spades/1.1.0 date=20220828	lanthipeptide-class-ii.NRPS.T1PKS	Others		
USHLN139_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=447210 cov=44.8 corr=0 origname=NODE_4_length_447210_cov_44.842623_pilon sw=shovill-spades/1.1.0 date=20220828	T1PKS	PKSI		
USHLN150_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=361730 cov=35.0 corr=0 origname=NODE_2_length_361730_cov_35.002917_pilon sw=shovill-spades/1.1.0 date=20221107	T1PKS	PKSI		
USHLN157_contigs.fa_antismash_contig00010.region001	contig00010	contig00010 len=179597 cov=31.6 corr=0 origname=NODE_10_length_179597_cov_31.585138_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS.T1PKS	Others		
USHLN16_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=883872 cov=26.4 corr=0 origname=NODE_1_length_883872_cov_26.402104_pilon sw=shovill-spades/1.1.0 date=20220627	NRP-metallophore.NRPS.T1PKS	Others		
USHLN193_contigs.fa_antismash_contig00007.region001	contig00007	contig00007 len=382193 cov=27.7 corr=0 origname=NODE_7_length_382193_cov_27.667642_pilon sw=shovill-spades/1.1.0 date=20220829	ladderane.NRPS.T1PKS	Others		
USMM236_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1153815 cov=46.5 corr=0 origname=NODE_1_length_1153815_cov_46.515302_pilon sw=shovill-spades/1.1.0 date=20221109	T1PKS	PKSI		
USMM241_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1073602 cov=28.5 corr=0 origname=NODE_1_length_1073602_cov_28.504088_pilon sw=shovill-spades/1.1.0 date=20221109	T1PKS	PKSI		
USMM241_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1073602 cov=28.5 corr=0 origname=NODE_1_length_1073602_cov_28.504088_pilon sw=shovill-spades/1.1.0 date=20221109	T1PKS	PKSI		
VD34_contigs.fa_antismash_contig00012.region001	contig00012	contig00012 len=277296 cov=7.3 corr=0 origname=NODE_12_length_277296_cov_7.289517_pilon sw=shovill-spades/1.1.0 date=20220627	T1PKS	PKSI		
VD9_contigs.fa_antismash_contig00006.region001	contig00006	contig00006 len=216843 cov=10.1 corr=0 origname=NODE_6_length_216843_cov_10.137692_pilon sw=shovill-spades/1.1.0 date=20220627	T1PKS	PKSI		
